rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
44,Bühler AG,92.4,Corporate / institutional IT,General corporate,,Uzwil,https://www.buhlergroup.com,swissICT; Swissmem,2,100,84,86,0,buhler,IT/digital directories: swissICT; High-tech directories: Swissmem; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
45,Oracle Software (Schweiz) GmbH,92.1,Corporate / institutional IT,General corporate,,8058 Zürich; Zürich,https://www.oracle.com/index.html,Swico; swissICT,2,100,83,86,0,oracle,"IT/digital directories: Swico, swissICT; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
46,SBB AG,92,Corporate / institutional IT,Public / education / healthcare,Public / healthcare / infrastructure,,https://www.sbb.ch/,asut,1,100,100,60,0,sbb,IT/digital directories: asut; Recognisable large-employer signal; Public/institutional IT-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
47,Adnovum AG,91.9,Technology / software / digital,,,8005 Zürich; Zürich,https://www.adnovum.ch/,digitalswitzerland; Swico; Swiss Made Software; swissICT,4,100,73,100,0,,"IT/digital directories: Swico, Swiss Made Software, digitalswitzerland, swissICT; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
48,Hypothekarbank Lenzburg AG,91.9,Corporate / institutional IT,Finance / insurance,,5600 Lenzburg; Lenzburg,http://www.hbl.ch/,digitalswitzerland; FINMA; Swiss Banking; Swiss Made Software,4,100,73,100,0,,"IT/digital directories: Swiss Made Software, digitalswitzerland; Institutional signal: FINMA, Swiss Banking; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
49,SWITCH,91.9,Technology / software / digital,,,8021 Zürich; Zürich,http://www.switch.ch,asut; digitalswitzerland; Swico; swissICT,4,100,73,100,0,,"IT/digital directories: Swico, asut, digitalswitzerland, swissICT; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
50,Trifork AG,91.9,Technology / software / digital,,,8834 Schindellegi; Schindellegi,https://trifork.com/,asut; digitalswitzerland; Swico; swissICT,4,100,73,100,0,,"IT/digital directories: Swico, asut, digitalswitzerland, swissICT; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
51,Swiss Re Management Ltd.,91.6,Corporate / institutional IT,General corporate,,Zürich,http://www.swissre.com,asut; swisscleantech,2,97.6,82,91,0,swiss re,IT/digital directories: asut; High-tech directories: swisscleantech; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
52,AXA Versicherungen AG,90.8,Corporate / institutional IT,Finance / insurance,,Winterthur,,digitalswitzerland; FINMA; swissICT,3,100,100,54,0,axa,"IT/digital directories: digitalswitzerland, swissICT; Institutional signal: FINMA; Recognisable large-employer signal; Confirmed by 3 independent directories",Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
53,Baloise Versicherung AG,90.6,Corporate / institutional IT,Finance / insurance,,Basel,https://www.baloise.ch/,asut; FINMA,2,95.6,82,91,0,baloise,IT/digital directories: asut; Institutional signal: FINMA; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
54,ELCA Informatique SA,90.6,Corporate / institutional IT,General corporate,,1001 Lausanne; Pully,https://www.elca.ch/de,Swico; swissICT,2,100,78,86,0,elca,"IT/digital directories: Swico, swissICT; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
55,Aveniq AG,89.2,Technology / software / digital,,,4665 Oftringen; Oftringen,https://aveniq.ch/,digitalswitzerland; Swico; swissICT,3,100,68,94,0,,"IT/digital directories: Swico, digitalswitzerland, swissICT; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
56,mimacom ag,89.2,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/mimacom-ag/home.html,digitalswitzerland; Swiss Made Software; swissICT,3,100,68,94,0,,"IT/digital directories: Swiss Made Software, digitalswitzerland, swissICT; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
57,Banque Cantonale Vaudoise,88.9,Corporate / institutional IT,Finance / insurance,,1003 Lausanne; Lausanne; Waadt,http://www.bcv.ch/,FINMA; Swiss Banking; swisscleantech,3,78.2,100,99,0,vaudoise,"Institutional signal: FINMA, Swiss Banking; High-tech directories: swisscleantech; Recognisable large-employer signal; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
58,Graubündner Kantonalbank,88.9,Corporate / institutional IT,Finance / insurance,,7001 Chur; Chur; Graubünden,http://www.gkb.ch/,FINMA; Swiss Banking; swisscleantech,3,78.2,100,99,0,cantonal-bank:graubundner kantonalbank,"Institutional signal: FINMA, Swiss Banking; High-tech directories: swisscleantech; Recognisable large-employer signal; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
59,Unit8 SA,88.4,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/unit8-sa/home.html,digitalswitzerland; Swiss Made Software; swisscleantech,3,96.4,68,99,0,,"IT/digital directories: Swiss Made Software, digitalswitzerland; High-tech directories: swisscleantech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
60,Axpo Systems AG,88.2,Corporate / institutional IT,General corporate,,,http://www.axpo.com/axpo/ch/de/geschaeftskunden/kommunikationssystemeundfunksysteme.html,asut; Swiss Made Software,2,100,82,68,0,axpo,"IT/digital directories: Swiss Made Software, asut; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
61,Ringier AG,88.2,Corporate / institutional IT,General corporate,,Zofingen,,digitalswitzerland; swissICT,2,100,100,41,0,ringier,"IT/digital directories: digitalswitzerland, swissICT; Recognisable large-employer signal; Confirmed by 2 independent directories",Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
62,Suva,88.2,Corporate / institutional IT,Public / education / healthcare,Public / healthcare / infrastructure,Luzern,,digitalswitzerland; swissICT,2,100,100,41,0,suva,"IT/digital directories: digitalswitzerland, swissICT; Recognisable large-employer signal; Public/institutional IT-employer signal; Confirmed by 2 independent directories",Current hiring activity not yet verified; Website missing in source data,Selected — careers page and hiring verification pending
63,AO Foundation,88.1,Technology / software / digital,,,Canton of Graubünden; Davos Platz,https://www.aofoundation.org/,digitalswitzerland; Swiss Medtech; swissICT,3,97.8,68,94,0,,"IT/digital directories: digitalswitzerland, swissICT; High-tech directories: Swiss Medtech; Confirmed by 3 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
64,skyguide,87.7,Corporate / institutional IT,General corporate,,,http://www.skyguide.ch,asut; Swiss Aerospace Cluster,2,99,82,68,0,skyguide,IT/digital directories: asut; High-tech directories: Swiss Aerospace Cluster; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
65,Roche Diagnostics (Schweiz) AG,87.2,Corporate / institutional IT,Pharma / life sciences,,Canton of Zug; Forrenstrasse 2 6343 Rotkreuz,https://www.roche-diagnostics.ch/,scienceindustries; Swiss Medtech,2,83,95,86,0,roche,"High-tech directories: Swiss Medtech, scienceindustries; Recognisable large-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
66,Fachhochschule Graubünden,86.7,Corporate / institutional IT,Public / education / healthcare,Public / healthcare / infrastructure,Chur,https://www.fhgr.ch/,asut; swissICT,2,98.8,67,86,0,,"IT/digital directories: asut, swissICT; Public/institutional IT-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
67,Fachhochschule Nordwestschweiz,86.7,Corporate / institutional IT,Public / education / healthcare,Public / healthcare / infrastructure,Windisch,http://www.fhnw.ch,asut; swissICT,2,98.8,67,86,0,,"IT/digital directories: asut, swissICT; Public/institutional IT-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
68,Logitech Schweiz AG,86.5,Corporate / institutional IT,General corporate,,8048 Zürich,https://www.logitech.com/de-ch,Swico,1,95,78,78,0,logitech,IT/digital directories: Swico; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
69,SWATCH GROUP QUALITY MANAGEMENT,86.5,Corporate / institutional IT,General corporate,,2504 Biel/Bienne,https://www.swatchgroup.com/de,Swico,1,95,78,78,0,swatch,IT/digital directories: Swico; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
70,Bundesamt für Informatik und Telekommunikation BIT,85.8,Corporate / institutional IT,Public / education / healthcare,Public / healthcare / infrastructure,3003 Bern; Bern,https://www.bit.admin.ch/de,Swico; swissICT,2,99.4,63,86,0,,"IT/digital directories: Swico, swissICT; Public/institutional IT-employer signal; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
71,Amazon Web Services EMEA SARL,85,Corporate / institutional IT,General corporate,,8002 Zürich,https://aws.amazon.com/de/local/switzerland/,Swico,1,95,73,78,0,amazon,IT/digital directories: Swico; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
72,Cognizant Technology Solutions AG,85,Corporate / institutional IT,General corporate,,6340 Baar,https://www.cognizant.com/de-ch/,Swico,1,95,73,78,0,cognizant,IT/digital directories: Swico; Recognisable large-employer signal; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
73,FISBA AG,84.7,Technology / software / digital,,,St. Gallen,https://www.fisba.ch,swissICT; Swissmechanic; Swissmem; Swissphotonics,4,100,49,100,0,,"IT/digital directories: swissICT; High-tech directories: Swissmechanic, Swissmem, Swissphotonics; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
74,GRITEC AG,84.7,Technology / software / digital,,,Canton of Graubünden; Grüsch,https://www.gritec.ch/,Swiss Aerospace Cluster; Swiss Made Software; Swiss Medtech; Swissmem,4,100,49,100,0,,"IT/digital directories: Swiss Made Software; High-tech directories: Swiss Aerospace Cluster, Swiss Medtech, Swissmem; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
75,Helbling Technik AG,84.7,Technology / software / digital,,,8048 Zürich; Zürich,https://www.helbling.ch,Swico; Swiss Made Software; Swissmem; Swissrail,4,100,49,100,0,,"IT/digital directories: Swico, Swiss Made Software; High-tech directories: Swissmem, Swissrail; Confirmed by 4 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
